Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS21, L1, 5Mn
Exported On:,2022/08/24,11:05
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO2 (ppb), NOx (ppb), NO (ppb), O3 (ppb), NMHC (ppm), CH4 (ppm), THC (ppm), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp (deg. C)
2022-07-03 03:10:00,0.29,0.3,0.2,0.4,0.21,Z/S,0.053,2.04,2.09,6.46,4.67,330,83,9.74
2022-07-03 03:15:00,0.2,0.23,0.28,0.44,0.16,Z/S,0.044,2.05,2.1,6.53,4.95,338.1,83,9.92
2022-07-03 03:20:00,0.39,0.26,0.3,0.44,0.14,Z/S,0.05,2.05,2.1,6.63,5.35,332.9,82,10.1
2022-07-03 03:25:00,0.48,0.23,0.25,0.41,0.17,Z/S,0.054,2.05,2.1,6.66,5.2,333,82,10.14
2022-07-03 03:30:00,0.39,0.27,0.32,0.45,0.12,Z/S,0.046,2.04,2.09,6.71,5.05,329.7,80,10.42
2022-07-03 03:35:00,0.36,0.22,0.22,0.44,0.22,Z/S,0.044,2.05,2.09,6.8,4.58,338.4,81,10.45
2022-07-03 03:40:00,0.37,0.23,0.26,0.42,0.17,Z/S,0.049,2.05,2.1,6.75,5.71,331.4,81,10.27
2022-07-03 03:45:00,0.54,0.27,0.16,0.38,0.23,Z/S,0.048,2.05,2.1,6.62,5.07,339.9,80,10.51
2022-07-03 03:50:00,0.45,0.22,0.26,0.43,0.17,Z/S,0.046,2.05,2.1,6.62,8.41,345,80,10.45
2022-07-03 03:55:00,0.39,0.25,0.27,0.41,0.14,Z/S,0.049,2.05,2.1,6.62,4.55,332.1,81,10.24
2022-07-03 04:00:00,0.34,0.24,0.2,0.38,0.19,19.32,0.053,2.05,2.1,6.66,5.29,326.6,82,9.98
2022-07-03 04:05:00,0.26,0.24,0.33,0.51,0.18,19.76,0.051,2.06,2.11,6.76,5.38,338.5,81,10.12
2022-07-03 04:10:00,0.3,0.25,0.27,0.43,0.16,19.05,0.048,2.06,2.11,6.83,6.2,333.8,81,10.1
2022-07-03 04:15:00,0.47,0.2,0.25,0.42,0.17,19.21,0.044,2.06,2.1,6.81,6.16,335.1,81,10.05
2022-07-03 04:20:00,0.37,0.22,0.28,0.43,0.15,19.03,0.046,2.06,2.1,6.8,6,333.6,82,9.97
2022-07-03 04:25:00,0.23,0.26,0.28,0.44,0.16,18.89,0.058,2.06,2.12,6.84,5.43,337.9,82,10.01
2022-07-03 04:30:00,0.46,0.18,0.41,0.55,0.15,18.68,0.046,2.06,2.11,6.82,6.04,336.4,83,9.88
2022-07-03 04:35:00,0.41,0.21,0.54,0.7,0.16,19.07,0.051,2.06,2.11,6.72,4.86,334.4,82,10.07
2022-07-03 04:40:00,0.42,0.18,0.44,0.69,0.25,19.5,0.043,2.06,2.1,6.68,6.28,335.8,81,10.29
2022-07-03 04:45:00,0.22,0.22,0.54,0.7,0.17,19.3,0.05,2.06,2.11,6.71,5.84,331.6,81,10.28
2022-07-03 04:50:00,0.21,0.24,0.43,0.61,0.18,19.64,0.046,2.06,2.11,6.75,5.2,333.3,80,10.48
2022-07-03 04:55:00,0.5,0.28,0.5,0.69,0.19,19.5,0.048,2.06,2.11,6.83,5.7,344.5,80,10.59
2022-07-03 05:00:00,0.37,0.23,0.37,0.52,0.15,19.9,0.057,2.07,2.13,6.78,5.52,340.8,79,10.82
2022-07-03 05:05:00,0.37,0.26,Z/S,Z/S,Z/S,19.64,0.046,2.07,2.12,7.11,3.58,351.7,79,10.86
2022-07-03 05:10:00,0.33,0.23,Z/S,Z/S,Z/S,19.94,0.055,2.08,2.13,9.29,4.23,346.3,78,10.96
2022-07-03 05:15:00,0.48,0.25,Z/S,Z/S,Z/S,19.72,0.047,2.07,2.12,11.58,3.08,53.88,77,11.08
2022-07-03 05:20:00,0.24,0.24,Z/S,Z/S,Z/S,19.18,0.05,2.08,2.13,10.88,3.95,299.9,76,11.3
2022-07-03 05:25:00,0.35,0.28,Z/S,Z/S,Z/S,19.35,0.052,2.08,2.13,8.51,2.63,318.5,75,11.8
2022-07-03 05:30:00,0.39,0.28,Z/S,Z/S,Z/S,19.12,0.051,2.1,2.16,7.92,3.07,2.62,74,11.98
2022-07-03 05:35:00,0.6,0.24,Z/S,Z/S,Z/S,18.4,0.043,2.09,2.13,7.91,3.04,337.2,74,12.15
2022-07-03 05:40:00,0.46,0.26,Z/S,Z/S,Z/S,18.68,0.046,2.08,2.13,7.53,4.72,310.3,74,12.29
2022-07-03 05:45:00,0.43,0.2,Z/S,Z/S,Z/S,20.39,0.051,2.07,2.12,7.08,5.87,285.1,72,12.53
2022-07-03 05:50:00,0.43,0.23,Z/S,Z/S,Z/S,19.97,0.057,2.07,2.13,6.92,2.09,264.1,73,12.74
2022-07-03 05:55:00,0.52,0.23,Z/S,Z/S,Z/S,19.97,0.051,2.08,2.13,6.79,4.52,278.9,71,13.17
2022-07-03 06:00:00,0.41,0.21,Z/S,Z/S,Z/S,20.29,0.058,2.07,2.13,6.82,3.58,0.51,70,13.22
2022-07-03 06:05:00,0.26,0.21,0.83,1.07,0.24,19.97,0.055,2.07,2.13,7.11,3.2,315.4,68,13.64
2022-07-03 06:10:00,0.5,0.22,0.61,0.91,0.3,20.26,0.05,2.07,2.12,7.17,4.39,332.7,68,13.7
2022-07-03 06:15:00,0.55,0.2,0.62,0.84,0.22,20.17,0.05,2.07,2.12,7.03,4.69,323.7,68,13.72
2022-07-03 06:20:00,0.43,0.21,0.61,0.87,0.26,20.58,0.056,2.07,2.13,7.08,5.94,315,68,13.66
2022-07-03 06:25:00,0.64,0.22,0.52,0.79,0.27,19.92,0.059,2.07,2.13,7.04,5.31,325.2,68,13.88
2022-07-03 06:30:00,0.48,0.23,0.52,0.75,0.23,19.85,0.05,2.07,2.12,6.94,3.51,282.3,68,14
2022-07-03 06:35:00,0.56,0.23,0.49,0.71,0.22,20.22,0.045,2.07,2.11,6.77,4.29,324.9,66,14.27
2022-07-03 06:40:00,0.45,0.22,0.48,0.69,0.22,20.01,0.054,2.07,2.12,6.67,4.75,310.4,65,14.64
2022-07-03 06:45:00,0.37,0.21,0.41,0.69,0.28,20.08,0.054,2.07,2.13,6.69,4.6,318.8,65,14.55
2022-07-03 06:50:00,0.73,0.25,0.43,0.68,0.26,20.26,0.054,2.07,2.12,6.81,5.13,307.2,65,14.57
2022-07-03 06:55:00,0.68,0.26,0.4,0.67,0.27,20.33,0.049,2.07,2.12,6.88,5.95,307.1,65,14.55
2022-07-03 07:00:00,0.65,0.24,0.41,0.64,0.23,20.57,0.042,2.06,2.11,6.89,3.79,307.4,64,14.74
2022-07-03 07:05:00,0.66,0.24,0.43,0.67,0.24,19.62,0.044,2.06,2.1,6.87,3.79,322.9,65,14.96
2022-07-03 07:10:00,0.68,0.2,0.53,0.73,0.2,19.48,0.057,2.06,2.12,6.83,5.2,321.1,65,15.13
2022-07-03 07:15:00,0.58,0.26,0.43,0.72,0.29,19.57,0.057,2.06,2.12,6.84,4.17,304.4,64,15.37
2022-07-03 07:20:00,0.84,0.21,0.46,0.69,0.22,19.68,0.045,2.06,2.11,6.88,3.62,312.9,63,15.6
2022-07-03 07:25:00,0.74,0.17,0.4,0.64,0.23,19.26,0.055,2.06,2.12,6.88,4.68,314.1,63,15.84
2022-07-03 07:30:00,0.69,0.16,0.42,0.62,0.2,19.88,0.06,2.06,2.12,6.88,5.76,284.9,61,16.08
2022-07-03 07:35:00,0.42,0.21,0.4,0.65,0.25,20.06,0.052,2.06,2.11,6.9,5.6,259.2,62,15.94
2022-07-03 07:40:00,0.65,0.24,0.3,0.53,0.23,19.51,0.05,2.05,2.1,6.95,4.35,281.3,62,16.21
2022-07-03 07:45:00,0.56,0.23,0.32,0.57,0.24,20.07,0.058,2.06,2.12,6.97,4.18,304.8,59,16.75
2022-07-03 07:50:00,0.87,0.29,0.38,0.66,0.28,20.68,0.058,2.05,2.11,6.98,5.56,276.5,60,16.83
2022-07-03 07:55:00,0.82,0.26,3.14,8.44,5.3,19,0.058,2.06,2.11,6.9,4.97,299.7,58,16.83
2022-07-03 08:00:00,0.64,0.27,0.43,0.68,0.25,21.17,0.053,2.05,2.11,6.8,4.7,293.8,58,17.06
2022-07-03 08:05:00,0.91,0.23,0.5,0.86,0.36,20.86,0.048,2.05,2.1,6.79,4.6,284.6,57,17.66
2022-07-03 08:10:00,0.77,0.21,0.49,0.76,0.28,21.09,0.053,2.05,2.1,6.8,6.11,278.6,58,17.5
2022-07-03 08:15:00,0.82,0.26,0.44,0.69,0.25,21.63,0.057,2.05,2.11,6.81,5.57,280,57,17.76
2022-07-03 08:20:00,0.68,0.26,0.44,0.68,0.23,22.17,0.05,2.05,2.1,6.77,4.8,313.9,55,18.04
2022-07-03 08:25:00,0.69,0.22,0.44,0.65,0.22,21.81,0.056,2.04,2.1,6.77,4.34,327.3,56,18.17
2022-07-03 08:30:00,0.53,0.21,0.52,0.78,0.25,22.3,0.054,2.04,2.1,6.78,3.81,305.3,54,18.65
2022-07-03 08:35:00,0.61,0.22,0.52,0.77,0.25,23.11,0.057,2.04,2.1,6.85,4.67,289.2,53,18.9
2022-07-03 08:40:00,0.62,0.23,0.48,0.75,0.27,22.44,0.045,2.04,2.09,6.92,5.65,265.4,54,18.96
2022-07-03 08:45:00,0.64,0.27,0.41,0.63,0.22,23.37,0.062,2.05,2.11,6.89,4.26,289.9,52,19.1
2022-07-03 08:50:00,0.54,0.28,0.31,0.55,0.23,24.3,0.058,2.03,2.09,6.86,4.63,326.4,50,19.55
2022-07-03 08:55:00,1.25,0.27,0.37,0.58,0.21,27.86,0.05,2.03,2.08,6.93,4.7,328.1,46,19.42
2022-07-03 09:00:00,1.52,0.23,0.51,0.77,0.26,28.22,0.044,2.03,2.07,7.07,5.33,344.5,48,19.61
2022-07-03 09:05:00,1.62,0.27,0.53,0.78,0.25,27.34,0.044,2.02,2.07,7.34,4.64,338,49,19.73
2022-07-03 09:10:00,1.26,0.27,0.59,0.77,0.19,27.08,0.049,2.03,2.08,7.49,4.71,321.2,48,19.91
2022-07-03 09:15:00,1.33,0.27,0.59,0.81,0.22,27.88,0.048,2.03,2.07,7.52,5.81,331.3,47,20.06
2022-07-03 09:20:00,1.39,0.28,0.53,0.76,0.23,28.71,0.039,2.02,2.06,7.46,4.03,336.7,44,20.22
2022-07-03 09:25:00,1.2,0.27,0.42,0.61,0.19,28.5,0.051,2.02,2.07,7.47,5.96,302.7,45,20.48
2022-07-03 09:30:00,1.1,0.3,0.39,0.56,0.17,28.39,0.05,2.01,2.06,7.34,4.3,309.9,42,20.73
2022-07-03 09:35:00,1.16,0.28,0.49,0.65,0.15,29.36,0.034,2.02,2.05,7.16,4.09,351.8,43,20.68
2022-07-03 09:40:00,1.02,0.23,0.51,0.65,0.14,29.13,0.05,2.02,2.07,7.34,4.09,313.6,44,20.74
2022-07-03 09:45:00,0.95,0.24,0.45,0.65,0.2,29.22,0.043,2.01,2.06,7.56,4.41,312.6,44,20.44
2022-07-03 09:50:00,1.16,0.27,0.44,0.59,0.14,28.77,0.049,2.02,2.07,7.51,4.4,6.31,45,20.45
2022-07-03 09:55:00,0.95,0.27,0.42,0.57,0.15,29.13,0.054,2.03,2.08,7.51,6,353.8,44,20.54
2022-07-03 10:00:00,0.8,0.31,0.35,0.55,0.2,28.9,0.044,2.02,2.07,7.49,5.46,346.4,44,20.35
2022-07-03 10:05:00,0.93,0.3,0.33,0.51,0.19,28.47,0.041,2.02,2.06,7.43,3.59,333.6,46,20.22
2022-07-03 10:10:00,0.97,0.27,0.42,0.57,0.15,28.8,0.043,2.03,2.07,7.47,4.31,309.3,43,21.16
2022-07-03 10:15:00,1.07,0.25,0.43,0.59,0.16,29.34,0.042,2.03,2.07,7.54,5.82,323.8,42,20.76
2022-07-03 10:20:00,0.79,0.26,0.34,0.51,0.16,29.83,0.049,2.03,2.08,7.57,4.6,299.4,41,20.93
2022-07-03 10:25:00,0.86,0.24,0.36,0.53,0.17,29.58,0.048,2.03,2.08,7.63,4.32,9.02,41,21.31
2022-07-03 10:30:00,0.89,0.27,0.39,0.54,0.15,29.32,0.046,2.03,2.07,7.62,6.51,290,40,21.72
2022-07-03 10:35:00,0.99,0.24,0.36,0.54,0.18,29.97,0.046,2.03,2.08,7.63,5.81,339.2,40,21.56
2022-07-03 10:40:00,0.94,0.31,0.42,0.63,0.21,29.79,0.046,2.04,2.08,7.75,3.43,334.5,41,21.81
2022-07-03 10:45:00,1.19,0.27,0.51,0.66,0.15,29.32,0.044,2.04,2.09,7.76,5.75,352.6,42,21.6
2022-07-03 10:50:00,1.03,0.24,0.49,0.66,0.17,28.39,0.055,2.04,2.09,7.71,5.85,311.4,51,20.84
2022-07-03 10:55:00,0.92,0.27,0.5,0.7,0.2,27.14,0.054,2.03,2.09,7.57,7.68,297,56,19.56
2022-07-03 11:00:00,0.19,0.29,0.28,0.47,0.18,29.85,0.046,2.01,2.06,6.97,5.65,257.6,52,18.26
2022-07-03 11:05:00,0.46,0.28,0.96,1.22,0.25,27.73,0.043,2,2.04,6.19,4.05,235.4,57,17.77
2022-07-03 11:10:00,0.55,0.3,0.63,0.86,0.23,25.71,0.056,1.35,1.4,5.69,3.68,95.2,63,17.65
2022-07-03 11:15:00,0.64,0.32,0.38,0.59,0.21,25.44,0.054,0.06,0.11,5.72,5.94,47,63,17.34
2022-07-03 11:20:00,0.42,0.28,0.45,0.68,0.22,25.57,0.019,0,0.02,6.2,3.96,112.4,62,17.62
2022-07-03 11:25:00,0.42,0.31,0.62,0.93,0.31,25.71,0.014,0,0.01,6.84,4.57,129.7,60,17.88
2022-07-03 11:30:00,0.58,0.25,0.35,0.54,0.19,25.76,0.07,0.62,0.69,7.22,5.11,170.5,60,17.88
2022-07-03 11:35:00,0.53,0.34,0.44,0.6,0.16,25.5,0.068,2.04,2.11,7.49,6.08,171.8,62,17.77
2022-07-03 11:40:00,0.45,0.3,0.52,0.65,0.13,24.97,0.06,1.95,2.01,7.36,7.24,168.7,67,17.4
2022-07-03 11:45:00,0.5,0.33,0.54,0.76,0.22,24.44,0.057,2.03,2.09,7.16,7.52,184.7,67,17.25
2022-07-03 11:50:00,0.6,0.3,0.38,0.57,0.19,24.79,0.054,2.04,2.09,7.26,8.62,151.6,65,17.3
2022-07-03 11:55:00,0.66,0.27,0.3,0.48,0.19,24.51,0.056,2.05,2.1,7.16,5.4,93.2,65,17.37
2022-07-03 12:00:00,0.62,0.3,0.44,0.57,0.13,24.19,0.061,2.03,2.1,6.8,5.13,54.3,64,17.47
2022-07-03 12:05:00,0.45,0.24,0.26,0.43,0.16,24.46,0.069,2.02,2.09,6.9,4.98,45.94,62,17.62
2022-07-03 12:10:00,0.64,0.25,0.24,0.43,0.19,25.33,0.046,2.01,2.06,6.9,3.78,89.9,62,17.65
2022-07-03 12:15:00,0.47,0.26,0.32,0.48,0.16,24.78,0.054,2.01,2.07,6.93,4.41,122.6,62,17.72
2022-07-03 12:20:00,0.46,0.29,0.28,0.44,0.16,25.01,0.051,2.02,2.07,7.12,5.17,154.2,60,17.89
2022-07-03 12:25:00,0.44,0.26,0.25,0.37,0.12,25.13,0.056,2.04,2.1,7.2,6.54,134.6,60,17.96
2022-07-03 12:30:00,0.38,0.29,0.21,0.42,0.21,24.42,0.052,2.04,2.09,7.21,5.43,135.3,61,17.99
2022-07-03 12:35:00,0.35,0.23,0.3,0.49,0.19,24.82,0.048,2.03,2.08,7.13,5.3,120.5,59,18.26
2022-07-03 12:40:00,0.48,0.28,0.38,0.56,0.18,25.54,0.052,2.02,2.07,6.97,5.13,134.8,59,18.36
2022-07-03 12:45:00,0.56,0.32,0.27,0.47,0.19,25.71,0.044,2.03,2.07,7.05,5.48,133.4,56,18.56
2022-07-03 12:50:00,0.56,0.29,0.28,0.38,0.1,26.18,0.049,2.02,2.07,7.61,4.13,133.3,55,18.85
2022-07-03 12:55:00,0.64,0.25,0.21,0.43,0.21,26.47,0.047,2.02,2.07,7.63,5.22,134.9,53,19.05
2022-07-03 13:00:00,0.25,0.36,0.28,0.42,0.14,26.61,0.061,2.03,2.09,7.24,4.38,138.6,53,19.17
2022-07-03 13:05:00,0.58,0.35,0.26,0.38,0.12,27.02,0.047,2.03,2.07,7.85,3.75,165.2,50,19.69
2022-07-03 13:10:00,0.58,0.26,0.25,0.42,0.17,27.49,0.047,2.02,2.07,8.27,4.72,148.7,47,20.13
2022-07-03 13:15:00,0.44,0.29,0.19,0.37,0.19,27.66,0.041,2.02,2.06,8.25,5.1,129.1,48,19.87
2022-07-03 13:20:00,0.48,0.29,0.23,0.36,0.14,26.68,0.049,2.02,2.07,8.11,5.68,131.5,50,19.86
2022-07-03 13:25:00,0.47,0.25,0.26,0.44,0.18,26.66,0.045,2.02,2.07,8.14,4.57,114.3,50,20.04
2022-07-03 13:30:00,0.62,0.26,0.27,0.5,0.23,26.87,0.049,2.02,2.07,8.04,3.99,105.5,49,20.18
2022-07-03 13:35:00,0.66,0.31,0.26,0.46,0.2,26.28,0.04,2.02,2.06,7.91,4.46,108.2,50,20.21
2022-07-03 13:40:00,0.66,0.31,0.33,0.5,0.16,27.36,0.046,2.01,2.06,7.77,7.07,120.2,49,20.06
2022-07-03 13:45:00,0.5,0.28,0.27,0.45,0.18,27.01,0.045,2.02,2.07,8.18,6.61,123.1,51,19.76
2022-07-03 13:50:00,0.62,0.3,0.26,0.42,0.16,25.84,0.044,2.02,2.07,8.88,5.47,129.1,53,19.81
2022-07-03 13:55:00,0.41,0.3,0.2,0.44,0.24,25.17,0.055,2.02,2.08,9.12,5.77,133.7,54,19.73
2022-07-03 14:00:00,0.59,0.26,0.28,0.52,0.24,24.76,0.055,2.02,2.08,8.85,4.4,127.5,55,19.8
2022-07-03 14:05:00,0.62,0.23,0.31,0.52,0.21,24.76,0.057,2.03,2.08,8.68,4.6,151.7,55,19.87
2022-07-03 14:10:00,0.52,0.24,0.27,0.47,0.19,25.17,0.049,2.03,2.08,7.97,4.49,133.2,52,20.22
2022-07-03 14:15:00,0.7,0.3,0.27,0.49,0.22,26.76,0.055,2.02,2.08,7.95,4.74,164.3,49,20.75
2022-07-03 14:20:00,0.79,0.3,0.29,0.46,0.17,29.82,0.043,2.03,2.08,7.95,6.16,170.5,42,21.44
2022-07-03 14:25:00,0.85,0.29,0.39,0.52,0.13,31.79,0.051,2.03,2.08,8.27,7.47,170.6,40,21.6
2022-07-03 14:30:00,0.57,0.32,0.33,0.49,0.16,30.8,0.051,2.03,2.08,8.54,5.45,154,41,21.46
2022-07-03 14:35:00,0.55,0.3,0.34,0.45,0.11,30.11,0.042,2.04,2.08,8.45,5.37,165.9,43,21.42
2022-07-03 14:40:00,0.57,0.3,0.37,0.54,0.17,30.29,0.046,2.04,2.08,9.1,5.89,231.7,42,21.37
2022-07-03 14:45:00,0.52,0.27,0.22,0.39,0.18,30.38,0.043,2.03,2.08,9.47,4.85,259,43,21.16
2022-07-03 14:50:00,0.75,0.31,0.27,0.4,0.13,29.79,0.051,2.03,2.08,8.91,4.71,217.2,43,21.39
2022-07-03 14:55:00,0.26,0.29,0.28,0.44,0.16,29.8,0.045,2.03,2.08,8.28,7.3,241.5,42,21.74
2022-07-03 15:00:00,0.6,0.31,0.34,0.52,0.18,29.97,0.045,2.03,2.07,8.4,6.4,227.5,42,21.63
2022-07-03 15:05:00,0.54,0.29,0.27,0.49,0.22,30.35,0.05,2.02,2.07,8.5,5.93,243.9,40,21.96
2022-07-03 15:10:00,0.7,0.31,0.28,0.44,0.16,30.66,0.058,2.01,2.07,8.6,5.2,211.4,40,22.44
2022-07-03 15:15:00,0.48,0.31,0.21,0.44,0.23,30.87,0.048,1.5,1.55,8.72,5.33,225.1,38,22.71
2022-07-03 15:20:00,0.53,0.3,0.29,0.47,0.17,30.76,0.041,0.65,0.69,8.9,4.8,201.7,39,22.82
2022-07-03 15:25:00,0.49,0.32,0.24,0.42,0.17,29.61,0.056,1.85,1.9,8.91,8,237.7,40,22.52
2022-07-03 15:30:00,0.49,0.34,0.3,0.48,0.18,28.79,0.051,2.01,2.06,8.96,5.11,255.7,41,21.96
2022-07-03 15:35:00,0.52,0.28,0.23,0.4,0.17,29.36,0.044,2.02,2.07,9.18,8.19,57.73,43,21.64
2022-07-03 15:40:00,0.55,0.25,0.27,0.44,0.17,30.27,0.045,2.03,2.07,9.18,9.28,17.5,50,20.32
2022-07-03 15:45:00,0.66,0.31,0.15,0.37,0.22,29.42,0.048,2.03,2.08,8.89,9.92,45.75,55,19.77
2022-07-03 15:50:00,0.49,0.3,0.27,0.44,0.18,29.28,0.042,2.02,2.06,8.64,9.36,41.97,57,19.41
2022-07-03 15:55:00,0.4,0.29,0.24,0.44,0.2,29.02,0.051,2.02,2.07,8.65,6.56,14.5,58,19.22
2022-07-03 16:00:00,0.37,0.32,0.22,0.44,0.21,28.13,0.05,2.02,2.07,8.59,5.33,11.96,58,19.62
2022-07-03 16:05:00,0.46,0.32,0.29,0.48,0.18,28.59,0.054,2.02,2.08,8.62,4.28,106.5,53,20.35
2022-07-03 16:10:00,0.29,0.31,0.28,0.47,0.19,29.28,0.056,2.02,2.08,8.94,4.22,94,52,20.64
2022-07-03 16:15:00,0.39,0.32,0.32,0.44,0.12,29.97,0.044,2.01,2.06,9.34,6.35,56.19,52,20.31
2022-07-03 16:20:00,0.34,0.29,0.26,0.42,0.15,30.87,0.047,2.02,2.07,8.89,4.03,47,53,19.72
2022-07-03 16:25:00,0.29,0.27,0.24,0.39,0.15,29.65,0.048,2.02,2.07,8.1,2.39,26.87,56,19.46
2022-07-03 16:30:00,0.4,0.27,0.27,0.4,0.13,29.13,0.045,2.02,2.07,7.87,6.36,356.3,58,18.88
2022-07-03 16:35:00,0.29,0.24,0.25,0.38,0.13,29.75,0.049,2.02,2.07,7.65,3.18,303.6,60,18.6
2022-07-03 16:40:00,0.52,0.29,0.19,0.38,0.18,30.67,0.051,2.02,2.07,7.5,1.94,258.4,58,18.67
2022-07-03 16:45:00,0.3,0.3,0.26,0.44,0.18,33.24,0.047,2.02,2.06,7.55,6.1,244.6,53,18.73
2022-07-03 16:50:00,0.62,0.27,0.28,0.45,0.17,36.99,0.044,2.01,2.05,7.4,6.47,253.4,50,18.89
2022-07-03 16:55:00,0.34,0.29,0.37,0.55,0.18,35.84,0.047,2.01,2.06,7.08,5.33,221.5,52,18.71
2022-07-03 17:00:00,0.21,0.31,0.32,0.49,0.17,33.63,0.044,2.02,2.06,7.08,2.45,23.99,56,18.71
2022-07-03 17:05:00,0.2,0.26,0.22,0.43,0.2,32.94,0.049,2.03,2.08,7.06,5.97,353.4,58,18.76
2022-07-03 17:10:00,0.57,0.32,0.41,0.6,0.2,34.86,0.047,2.03,2.08,6.77,9.1,11.77,56,18.46
2022-07-03 17:15:00,0.45,0.31,0.41,0.59,0.17,30.72,0.044,2.02,2.06,6.63,8.98,43.1,60,18.38
2022-07-03 17:20:00,0.51,0.3,0.21,0.37,0.16,29.57,0.056,2.03,2.08,6.99,8.73,38.52,59,18.74
2022-07-03 17:25:00,0.32,0.3,0.21,0.39,0.19,29.99,0.05,2.02,2.07,7.28,9.38,22.42,58,18.97
2022-07-03 17:30:00,0.39,0.32,0.17,0.33,0.16,30.63,0.053,2.02,2.07,7.45,12.05,18.04,59,18.74
2022-07-03 17:35:00,0.47,0.3,0.22,0.45,0.23,32.65,0.051,2.02,2.07,8.16,14.75,19.87,61,18.31
2022-07-03 17:40:00,0.44,0.22,0.26,0.45,0.19,32.86,0.046,2.03,2.07,9.28,11.72,16.96,65,17.46
2022-07-03 17:45:00,0.52,0.25,0.34,0.46,0.12,32.21,0.04,2.02,2.06,9.98,10.51,35.1,69,16.92
2022-07-03 17:50:00,0.5,0.23,0.37,0.53,0.16,31.56,0.046,2.02,2.07,10.31,10.76,24.03,72,16.58
2022-07-03 17:55:00,0.69,0.29,0.4,0.64,0.24,31.5,0.046,2.03,2.08,10.74,12.37,22.39,74,16.28
2022-07-03 18:00:00,0.55,0.31,0.53,0.69,0.15,32.97,0.045,2.03,2.08,11.58,10.54,23.29,75,16.07
2022-07-03 18:05:00,0.52,0.33,0.55,0.73,0.19,33.3,0.048,2.03,2.07,12.78,7.91,26.04,75,16
2022-07-03 18:10:00,0.63,0.26,0.56,0.75,0.19,33.54,0.049,2.03,2.08,13.59,8.92,34.21,75,15.97
2022-07-03 18:15:00,0.72,0.26,0.56,0.75,0.2,34.17,0.043,2.03,2.07,14.05,6.82,51.59,76,15.89
2022-07-03 18:20:00,0.48,0.26,0.64,0.78,0.13,33.96,0.048,2.03,2.08,14.28,5.51,89.2,75,16.1
2022-07-03 18:25:00,0.71,0.34,0.61,0.81,0.2,33.84,0.042,2.03,2.08,14.27,6.02,84.6,74,16.41
2022-07-03 18:30:00,0.73,0.38,0.65,0.86,0.21,33.82,0.045,2.03,2.08,14.6,6.24,109.7,73,16.46
2022-07-03 18:35:00,0.39,0.26,0.66,0.79,0.13,35.06,0.053,2.03,2.09,14.73,7.72,75.45,72,16.23
2022-07-03 18:40:00,0.5,0.3,0.56,0.75,0.19,34.39,0.052,2.04,2.09,14.4,4.86,101.2,74,16.1
2022-07-03 18:45:00,0.39,0.26,0.56,0.69,0.13,34.18,0.049,2.04,2.09,14.28,5.28,85.1,74,16.1
2022-07-03 18:50:00,0.28,0.28,0.87,1.09,0.22,33.76,0.049,2.04,2.09,14.37,5.93,135.6,73,16.03
2022-07-03 18:55:00,0.35,0.27,0.75,0.96,0.21,33.76,0.051,2.05,2.1,14.29,8.47,126.8,73,15.98
2022-07-03 19:00:00,0.41,0.3,0.76,0.99,0.22,33.97,0.042,2.05,2.09,13.89,6.57,119.5,73,15.82
2022-07-03 19:05:00,0.35,0.33,0.57,0.72,0.15,33.75,0.044,2.04,2.09,13.07,7.13,122.6,74,15.75
2022-07-03 19:10:00,0.39,0.3,0.53,0.72,0.19,33.99,0.047,1.95,2,12.64,7.96,124.3,73,15.73
2022-07-03 19:15:00,0.18,0.3,0.49,0.7,0.21,34.35,0.045,2.03,2.08,11.38,6.8,123,73,15.62
2022-07-03 19:20:00,0.54,0.33,0.56,0.71,0.15,34.11,0.045,1.39,1.43,10.35,5.6,121.3,73,15.6
2022-07-03 19:25:00,0.37,0.29,0.7,0.83,0.13,34.07,0.053,1.56,1.61,10.59,6.63,132.1,73,15.6
2022-07-03 19:30:00,0.42,0.3,0.59,0.77,0.18,34.73,0.043,2.04,2.08,10.86,7.31,129.3,72,15.6
2022-07-03 19:35:00,0.26,0.31,0.53,0.69,0.17,35.1,0.049,2.04,2.09,10.62,6.11,138.3,72,15.6
2022-07-03 19:40:00,0.34,0.25,0.65,0.77,0.12,34.82,0.042,2.06,2.11,10.19,7.02,132.8,73,15.63
2022-07-03 19:45:00,0.62,0.31,1.6,1.83,0.24,34.55,0.046,2.06,2.1,10.58,6.49,136.3,72,15.62
2022-07-03 19:50:00,1.46,0.33,3.39,3.65,0.27,33.01,0.043,2.05,2.09,11.17,5.01,146.3,72,15.6
2022-07-03 19:55:00,1.26,0.37,3.3,3.54,0.24,32.43,0.044,2.05,2.09,10.15,3.47,145.1,72,15.6
2022-07-03 20:00:00,1.02,0.33,2.96,3.18,0.22,31.85,0.046,2.05,2.1,8.92,3.39,121.8,72,15.57
2022-07-03 20:05:00,0.89,0.32,2.61,2.81,0.2,32.26,0.041,2.04,2.08,8.95,2.27,70.97,72,15.4
2022-07-03 20:10:00,1.07,0.3,2.44,2.58,0.13,32.74,0.04,2.03,2.07,9,2.36,163.8,72,15.28
