Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS23, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO2 (ppb), NOx (ppb), NO (ppb), THC (ppm), PM2.5 (ug/m3), CH4 (ppm), NMHC (ppm), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg.), Relative Humidity (%), Temperature (deg. C)
2022-06-12 12:45:00,0.25,0.04,0,-0.07,-0.07,1.9,1.82,1.9,0,18.09,248.6,23,24.18
2022-06-12 12:50:00,0,0.09,0.17,0.08,-0.1,1.89,1.83,1.89,0,10.77,264.6,21,24.22
2022-06-12 12:55:00,0.01,0.06,0.63,0.69,0.06,1.9,2.11,1.9,0,12.35,243,21,24.4
2022-06-12 13:00:00,0.18,0.07,0.78,0.89,0.1,1.91,2.39,1.91,0,13.91,234,20,24.47
2022-06-12 13:05:00,-0.03,0.07,0.18,0.12,-0.06,1.88,2.15,1.88,0,21.22,215.5,23,24.17
2022-06-12 13:10:00,0.09,0.05,0.11,0.02,-0.09,1.89,1.67,1.89,0,13.28,182.3,23,23.8
2022-06-12 13:15:00,-0.05,0.08,0.11,0.03,-0.08,1.89,1.54,1.89,0,14.33,213.4,22,24.22
2022-06-12 13:20:00,-0.07,0.08,0.17,0.07,-0.1,1.88,1.55,1.88,0,13.65,219.1,24,24.08
2022-06-12 13:25:00,0.03,0.08,-0.01,-0.13,-0.11,1.89,1.51,1.89,0,19.98,208.8,24,24.4
2022-06-12 13:30:00,0.06,0.06,-0.09,-0.23,-0.14,1.89,1.56,1.89,0,16.79,189.4,25,24.09
2022-06-12 13:35:00,0.08,0.05,0.06,-0.07,-0.12,1.88,1.56,1.88,0,13.42,229.8,23,24.53
2022-06-12 13:40:00,-0.05,0.04,-0.04,-0.24,-0.2,1.88,1.49,1.88,0,19.97,213.2,22,24.36
2022-06-12 13:45:00,-0.07,0.05,-0.09,-0.22,-0.14,1.87,1.3,1.87,0,19.34,202.6,24,24.15
2022-06-12 13:50:00,0.11,0.05,-0.13,-0.26,-0.14,1.88,1.28,1.88,0,15.4,204.4,23,24.18
2022-06-12 13:55:00,0.13,0.06,0.03,-0.02,-0.05,1.89,1.35,1.89,0,11.15,215.6,24,24.19
2022-06-12 14:00:00,-0.13,0.06,0,-0.07,-0.08,1.89,1.41,1.89,0,18.15,239.6,23,24.52
2022-06-12 14:05:00,0.11,0.05,0.11,0.03,-0.08,1.88,1.69,1.88,0,16.13,281.4,21,24.87
2022-06-12 14:10:00,-0.02,0.08,0.02,-0.09,-0.11,1.89,2.65,1.89,0,14.42,224.2,22,24.7
2022-06-12 14:15:00,-0.03,0.06,-0.06,-0.2,-0.14,1.88,2.52,1.88,0,6.87,250.5,20,24.81
2022-06-12 14:20:00,0.07,0.08,0.22,0.2,-0.02,1.88,1.43,1.88,0,11.52,237.1,21,25.24
2022-06-12 14:25:00,-0.02,0.07,0.07,-0.06,-0.13,1.89,1.34,1.89,0,16.73,229.1,22,24.91
2022-06-12 14:30:00,-0.06,0.06,-0.12,-0.25,-0.13,1.88,1.37,1.88,0,18.77,192.3,23,24.57
2022-06-12 14:35:00,-0.08,0.05,0.27,0.24,-0.04,1.89,1.36,1.89,0,18.09,203.6,23,24.48
2022-06-12 14:40:00,0.01,0.07,0.09,-0.03,-0.12,1.89,1.32,1.89,0,21.09,231.2,21,24.83
2022-06-12 14:45:00,0.23,0.07,0.01,-0.1,-0.11,1.89,1.32,1.89,0,13.98,234.2,21,24.94
2022-06-12 14:50:00,0.09,0.05,0.05,-0.11,-0.16,1.89,1.3,1.89,0,16.24,222.1,21,24.88
2022-06-12 14:55:00,0.04,0.03,0.16,0.08,-0.08,1.89,1.31,1.89,0,8.12,235.1,21,25.03
2022-06-12 15:00:00,0.01,0.1,0.38,0.37,-0.01,1.89,1.34,1.89,0,15.06,187.7,22,25.09
2022-06-12 15:05:00,0.07,0.06,-0.09,-0.23,-0.15,1.88,1.29,1.88,0,17.83,173.7,22,24.77
2022-06-12 15:10:00,0.03,0.06,-0.12,-0.27,-0.15,1.88,1.21,1.88,0,16.19,160.2,22,24.81
2022-06-12 15:15:00,0.21,0.08,-0.16,-0.27,-0.11,1.89,1.25,1.89,0,14.33,177.9,22,25.07
2022-06-12 15:20:00,-0.01,0.06,0.31,0.29,-0.02,1.89,1.32,1.89,0,16.78,209.2,21,24.98
2022-06-12 15:25:00,0.14,0.08,0.78,0.88,0.1,1.9,1.64,1.9,0.003,12.74,238.6,21,25.18
2022-06-12 15:30:00,0.01,0.08,0.92,1.04,0.12,1.91,2.09,1.9,0.005,15.37,244.4,20,25.4
2022-06-12 15:35:00,0.05,0.05,0.71,0.73,0.02,1.9,2.32,1.9,0,10.78,262.7,19,25.39
2022-06-12 15:40:00,0.1,0.07,-0.07,-0.19,-0.12,1.89,2.02,1.89,0,15.11,210.1,21,24.9
2022-06-12 15:45:00,0.04,0.05,0.08,-0.06,-0.14,1.89,1.49,1.89,0,9.58,198.8,23,24.81
2022-06-12 15:50:00,0.21,0.06,-0.01,-0.15,-0.14,1.9,1.27,1.9,0,7.24,187.4,19,25.46
2022-06-12 15:55:00,0.17,0.05,-0.04,-0.16,-0.11,1.89,1.3,1.89,0,14.27,202.2,22,25.33
2022-06-12 16:00:00,-0.02,0.07,0.41,0.41,0,1.89,1.39,1.89,0,9.15,187.8,21,25.11
2022-06-12 16:05:00,0.09,0.06,0.27,0.2,-0.07,1.9,1.45,1.9,0,11.6,220.6,23,25.37
2022-06-12 16:10:00,0.01,0.05,0.13,0.05,-0.08,1.9,1.43,1.9,0,9.68,248.9,20,25.92
2022-06-12 16:15:00,0,0.06,0.27,0.16,-0.11,1.9,1.63,1.9,0,5.01,202.2,20,25.84
2022-06-12 16:20:00,-0.14,0.1,0.61,0.65,0.04,1.9,2.2,1.9,0,7.47,161.8,21,25.82
2022-06-12 16:25:00,0.08,0.05,0.11,-0.02,-0.13,1.89,2.35,1.89,0,13.34,202,21,25.43
2022-06-12 16:30:00,-0.03,0.06,0.13,0.04,-0.09,1.89,2.07,1.89,0,12.51,258.3,20,25.68
2022-06-12 16:35:00,0.06,0.06,0.16,0.08,-0.08,1.89,1.82,1.89,0,9.31,272.3,20,25.86
2022-06-12 16:40:00,0.21,0.08,0.49,0.48,-0.01,1.9,1.78,1.9,0,9.21,275,19,26.18
2022-06-12 16:45:00,-0.09,0.06,0.4,0.34,-0.06,1.89,2.06,1.89,0,6.69,270.6,18,26.11
2022-06-12 16:50:00,0.15,0.08,0.71,0.78,0.07,1.9,2.32,1.9,0,5.6,220,19,26.09
2022-06-12 16:55:00,0.03,0.06,0.25,0.18,-0.08,1.9,2.14,1.9,0,9.5,233.1,20,25.82
2022-06-12 17:00:00,0.18,0.06,0.07,-0.01,-0.08,1.89,1.81,1.89,0,6.94,206.3,19,26
2022-06-12 17:05:00,0.08,0.04,0.06,-0.02,-0.08,1.89,1.59,1.89,0,10.9,190.9,22,25.36
2022-06-12 17:10:00,-0.05,0.07,0.22,0.1,-0.12,1.89,1.54,1.89,0,7.02,190.1,18,25.59
2022-06-12 17:15:00,0.04,0.07,0.23,0.12,-0.11,1.89,1.57,1.89,0,13.89,227.5,21,25.57
2022-06-12 17:20:00,0.08,0.06,0.16,0.07,-0.08,1.88,1.58,1.88,0,14.06,222,21,25.36
2022-06-12 17:25:00,-0.01,0.07,0.17,0.1,-0.08,1.89,1.64,1.89,0,11.08,228.2,21,25.36
2022-06-12 17:30:00,0.06,0.08,0,-0.09,-0.09,1.89,1.68,1.89,0,11.77,214.8,20,25.44
2022-06-12 17:35:00,0.03,0.06,-0.02,-0.15,-0.13,1.88,1.64,1.88,0,10.75,223.6,22,25.31
2022-06-12 17:40:00,0.05,0.04,0.04,-0.1,-0.14,1.89,1.59,1.89,0,6.85,249.8,17,25.68
2022-06-12 17:45:00,0.09,0.07,0.12,-0.03,-0.15,1.89,1.65,1.89,0,5.98,203.4,17,25.89
2022-06-12 17:50:00,0.17,0.04,0.34,0.26,-0.07,1.89,1.72,1.89,0,11.02,221.5,21,25.72
2022-06-12 17:55:00,0.21,0.06,0.89,0.91,0.01,1.91,1.94,1.91,0.001,12.5,237.1,19,25.5
